Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.94419765,5.92584515,5.66464472,5.91140795,5.89364862,5.72954512,5.63177013,5.92609119,5.50900269,5.82603931,6.23667669,6.18297672,6.15746212,6.28286266,6.43451118,6.46411896,6.7293272,6.57848787,6.66844559,6.86214113,7.51920271,7.26731825,..,..
Albania,ALB,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.415421055405,65.6948213760848,68.983982495845,68.9347115568077,72.7110265086007,71.9642648474598,72.0339759968198,74.2900716492545,76.6257409403719,73.6377585893151,81.8680223533638,117.099908107101,186.912123638379,138.491641087268,115.806121399801,105.416463107946,103.591026411731,108.371868624066,105.46070656467,97.5927311911342,92.4272394797276,88.8355006398095,91.3698201784129,91.4288559885974,88.4152572472806,87.9767161632654,88.1503663769644,92.2443533486341,93.4726902420337,91.9288404246391,89.2666973206039,89.2735994414988,88.8116964820969,91.0548674755732,92.2392229655882,91.8053952187363,92.2303767999408,91.1064283839218,90.3942824577642,91.3471773375797,92.4954518919607,88.560547555145,85.9531989642428,86.5555408997817
Albania,ALB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.3116515041052,8.84353390708875,8.89861279321276,9.09399523742266,9.75153050082957,9.63955140756505,9.61342983715576,9.99617333989332,9.80506206927652,9.13190329724955,19.1885468896252,22.8753325986112,21.4082882933696,14.6384098004022,14.6234019156112,13.8271152568861,9.45360226582805,10.4480085958156,10.8444061031888,11.0555755938989,9.69245349651536,10.625955499078,11.3351367908612,11.0984229894148,11.2058669623781,11.031267292825,10.5272906437808,10.4774392871051,10.3789563199331,11.109434443885,11.1573603733327,10.9741654774939,10.844815956651,11.0254938139466,11.4518682295269,11.1106353102927,11.2693152160404,11.4983976170746,11.2865692132195,11.34698393056,11.8485078488972,11.908412634206,10.1787589198906,11.0809040292888
Albania,ALB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.44697999954224,3.81464004516602,3.08350992202759,3.37947010993958,3.53697991371155,3.59293007850647,3.4301700592041,3.45869994163513,3.11779999732971,3.13823008537292,3.22751998901367,3.28154993057251,3.1914598941803,3.27592992782593,3.50922608375549,..,3.41307497024536,3.24000835418701,3.30906105041504,3.53929996490479,3.21696710586548,3.43796992301941,3.96209001541138,3.61172008514404,3.15294480323792,3.91623997688293,3.3422999382019,3.02255988121033,2.74931001663208,..
Albania,ALB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.05202163275818,5.84831705344366,5.65159574468085,5.44128198995456,6.11750454270139,5.65142619937141,5.62618650405569,5.86222892264873,5.61731662843362,5.16761272357288,5.8883007196812,5.79127042184833,4.6708878237371,3.19945106674965,2.54781906037648,2.05358735905793,1.37902962734156,1.28308078036268,1.23824256064749,1.24921009885957,1.24636024189216,1.30929137475594,1.32003449433204,1.33684292419802,1.38115794211088,1.35000497056322,1.56776908873068,1.8207653435572,1.98486885667765,1.5172171395597,1.55859189302349,1.52826633776627,1.48708257655216,1.40898210141146,1.34651599128914,1.16230386432234,1.10358100880452,1.10915100558884,1.16054478505068,1.28080596201472,1.29847911563693,1.22084466120546,1.58488092384586,..
Albania,ALB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.087569996714592,0.154119998216629,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.6007883019966,8.86171869158599,9.90483695717787,14.5689441026067,..,..,..,16.4842422693753,17.1961377405428,17.9650758619194,..,..,..,..,..,..,18.0220132797796,17.4832335567459,16.5032706123389,18.3019361358269,18.5157898553099,17.590229809729,18.8874860606848,18.5459674731621,18.1443771903866,16.9832622958989,18.1985894411308,..,..
Albania,ALB,Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.35345202810537,1.16586347669048,0.754287244187228,0.484981787062936,..,..,..,0.999355526434847,2.34782278039167,1.12600817720562,..,..,..,..,..,..,0.652548340982238,0.908013788811688,0.477729965526206,0.120488074252732,0.0765967395380379,0.450043318299861,0.940793970841872,0.0566728323499451,0.0853707733262238,0.877914506981282,0.833061148399766,..,..
Albania,ALB,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.9367852288925,27.0215674313905,29.1420369781585,23.4773719690756,..,..,..,13.3020805520448,11.8868836316622,10.4675685550744,..,..,..,..,..,..,4.12421352462683,4.7807757376819,4.44612255944604,3.5151686882408,3.53796901322185,2.36920280740184,2.21645910864918,2.04809569406867,2.11151125327353,2.23072478495647,2.20767706914274,..,..
Albania,ALB,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000912974619348244,0.000145911186607276,0.000246854955658118,..,1.12963175849738E-05,..,..,..,..,..,..,..,..
Albania,ALB,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.0697867224905,33.2640554561172,34.1640203266065,36.0691094204799,..,..,..,43.0744069522076,45.6780250204408,48.696259510829,..,..,..,..,..,..,55.5716221628347,55.4050821080103,54.1747897421577,55.5813290105694,54.627693961544,55.9268130077286,53.2947888187206,53.1327192468215,50.6929295241055,51.90149985855,45.5942080862216,..,..
Albania,ALB,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.31968827077331,10.0285478469419,6.48438395217894,6.52351418583704,..,..,..,13.8813241723468,13.4806672341179,14.8345830516409,..,..,..,..,..,..,14.7372410256905,14.2052561031126,14.3311500451436,13.8136820719343,14.9190019181277,11.4817193553893,15.5303922678323,16.6811619448864,18.3744841343344,15.3671304443245,13.558278403735,..,..
Albania,ALB,"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3059303212119,16.2279698443001,10.9462834347774,11.4144287261124,..,..,..,20.7622652526236,19.3099286488728,20.5404810698665,..,..,..,..,..,..,19.8053631968753,19.0907321248282,19.7538721443931,19.0750416761579,20.5684028366258,16.5165155773985,21.765605775375,23.3826756643626,26.0064014783247,22.0434869973123,22.10109002107,..,..
Albania,ALB,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.7832404087301,17.3394533739183,17.8355329466901,14.0738679073682,..,..,..,8.90334138394167,8.30558773998592,7.56435479675994,..,..,..,..,..,..,3.44894327789941,3.89082209684152,3.56489156410578,2.90207301138316,2.91030192689484,1.65802000478809,1.58693111994199,1.46927972435297,1.50091269603079,1.56624811713507,1.36110264363987,..,..
Albania,ALB,Social contributions (% of revenue),GC.REV.SOCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0019690343441,20.7658540745488,17.0747166476854,12.4214672047108,..,..,..,16.5558099550454,16.9361077744624,17.5543227954843,..,..,..,..,..,..,17.0149857743332,17.5726974324546,18.8181485222949,19.4693505341724,18.9096278646621,20.56519645681,20.7426138335075,21.3865722661575,22.195218076721,23.8399391762431,19.6884606209921,..,..
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.64864854723071,0.795840071093252,-1.01680217228552,-3.30749720231945,-0.290595348322142,3.61465554406624,-2.74949637948961,-3.26252233446822,6.9236172850875,-11.187905298961,-27.5668208369982,-6.62255121235502,10.2299493531342,8.96976165855091,14.0244959298688,9.78017987930293,-10.3611049709411,9.51648443822282,13.6080691237129,7.63002243937019,9.31439713939355,4.85047533419143,5.9242115424577,5.9565695961824,6.06788243935723,6.57292298236362,6.78722893588666,8.3281084229243,4.05313986380152,4.22308382721044,2.82164245514005,1.58487281451019,1.18723435286199,1.98538809180384,2.51682705417127,3.48029321671386,3.89811226746693,4.27631155105293,2.52354084280566,-2.74523867757104,9.92271370805365,6.13901678987099,4.63391022678763
Albania,ALB,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1417575,1424787,1401938,1381976,1355763,1337782,1352915,1338937,1322053,1315052,1303898,1308103,1294847,1281167,1266465,1249959,1231498,1212147,1258916,1270655,1388801,1328695,1227940,1256110,1308343,1354998,1377319,1409389,1433004,1359716,1382433,1404942,1387831
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.48903275,3.83787704,3.7300415,3.60104108,3.5440731,3.23516107,3.35510349,3.82141757,4.20188284,5.35939837,5.11716986,5.26748085,6.00050974,6.03576279,6.54721403,6.96321011,6.58904791,6.53307724,6.38729763,5.86751413,6.14268684,5.5283432,..,..
Algeria,DZA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,82.7346402315479,72.0646499644611,67.158797633312,82.5642675800742,81.932044024627,80.6251944665701,81.3432428077268,74.7629327831285,73.1836946777682,71.929241920004,70.4308636535071,73.9399113699037,70.9748152495867,65.8018988949361,56.7241996035763,63.8698362315409,60.7138077000841,64.2390199644298,62.4135408546874,59.1715223886806,56.9230767848521,59.2998930566884,60.7899811063963,60.2909747885635,66.5919284512893,68.5890783924334,76.761263530035,76.5832552349652,79.4563587408789,79.8015589160662,72.9039239662645,62.6406181774384,67.7924078173553,72.2641530223146,73.4428444361535,71.8928986475733,68.5058363255868,67.9843217118952,72.789259292781,68.3812015201047,55.1549940172387,56.884667758158,57.8931273104135,54.3501868595879,51.720631009511,46.9228189104487,44.0249036671623,44.5336160715959,44.1971952224668,53.045829077826,50.2279292802961,50.4900949281838,51.7096766317602,52.9702674587592,54.786089889432,60.3687266688825,61.1460425633698,60.8858648793431,59.1330967038436,61.0613969216849,66.3699966567991,60.4172649728452,54.0958448063459,58.1235700447308
Algeria,DZA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,26.6654194665797,23.2812602858204,19.4710552766199,19.0048840354438,17.0481564280519,16.3792101637043,17.6334920294868,17.8896661150225,16.8141794728977,16.7880795086388,16.5322400338594,18.5678076061648,17.4575182943266,15.9786030527409,11.7800780046477,14.3567404666366,13.7429086264188,14.7080818802228,15.3971601093979,15.0642815897623,15.2000000162462,15.0992682724718,16.1849716595944,16.2173732771297,16.0313902477679,16.7181584306133,18.9983304224347,19.4315721200527,20.1144484587383,18.0014175378966,16.0669306193343,14.7187690708191,16.0179356226305,17.3241859122684,17.8746231496666,16.7637898364963,15.7743188040564,16.5383785645998,17.7919085156143,16.7872347521677,13.5839456347184,15.1061980679688,15.8283010861494,15.1191333175551,13.9668642251548,12.4253615606667,11.9514452302174,12.3881656291708,13.7657607144016,16.3715688126633,16.9633056770368,20.1129065782839,19.7502925593678,18.535080427414,18.9932826125176,20.5244656437501,20.0218426111777,18.8290421977276,17.4037117605062,18.2610260787535,19.8031597171656,18.2527052117816,16.3740781118071,16.9289575215764
Algeria,DZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.18201017379761,6.59742021560669,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.33701992034912,..,..,..,7.63800001144409,7.29199981689453,7.31899976730347,7.96299982070923,7.3439998626709,6.40199995040894,6.32499980926514,6.03700017929077,7.04199981689453,6.29899978637695,..,..
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,2.5114854517611,3.49645390070922,3.41863517060367,3.51259360108918,3.01910043130006,2.61472785485592,2.38686735837108,2.13053918358437,2.08758503401361,1.79584396646008,1.68816199376947,1.95766814852145,2.13109429304577,2.70172122848464,2.24195045907314,2.37522893772894,2.13869586579631,2.10206329573495,1.81804887475257,2.06309744064138,1.95121325165132,1.75512400703414,1.64370689684736,1.78721366645198,1.85637627675836,1.74969874927024,1.54012377856337,1.46107058594342,1.21083405924608,2.14013212989672,2.50563157717782,3.14643001210165,2.93502710736712,3.0940883958553,3.63740346813324,3.96567378793071,3.75507998270644,3.43338563505363,3.82069546333074,3.70082935899902,3.25121089347184,3.2838845233139,2.83417835011465,2.6438075477202,2.92332102697669,3.02474714090386,3.84851369829344,3.51801260882618,4.32570635861069,4.46107862007699,4.84450891704059,5.54848333584853,6.27024285623508,6.38492898301865,5.92438332688534,5.48358870056161,5.99969025937654,6.69246839735744,5.58544666775166,4.77943828648395,..
Algeria,DZA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.230279996991158,0.366400003433228,0.196229994297028,0.163570001721382,0.066040001809597,..,..,..,..,..,..,..,..,..,..,..,0.534319996833801,..,..,..,..,..,..
Algeria,DZA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
